T4;2025-11-23T13:11:43.918327500;QRIS
T5;2025-11-24T13:35:25.511898;Transfer Bank
T6;2025-11-24T14:10:46.909066;QRIS
T7;2025-11-24T14:40:11.578220;QRIS
T8;2025-11-24T15:04:25.927936;QRIS
T9;2025-11-24T16:24:20.324207;QRIS
T10;2025-11-24T16:29:08.129275;QRIS
T11;2025-11-24T16:34:46.951662;QRIS
T12;2025-11-24T17:33:39.582090;QRIS
T13;2025-11-24T17:42:31.168396;QRIS
T14;2025-11-24T17:42:59.673186;Transfer Bank
T15;2025-11-24T17:43:15.088408;Transfer Bank
T16;2025-11-24T19:45:33.527848;QRIS
